Artist,Title,Year,Sales,Streams,Rating
"Whitney Houston","I Believe in You & Me",1997,5806,2724,2.028
"Bell Biv Devoe","Poison",1990,5806,4379,1.179
"Lutricia McNeal","Ain't That Just The Way (That Love Goes Down)",1997,5804,516,1.377
"Zhane","Hey Mr DJ",1993,5799,404,1.218
"Roy Orbison","Dream Baby (How Long Must I Dream)",1962,5797,3591,0.513
"Billy Preston & Syreeta","With You I'm Born Again",1980,5795,4099,0.530
"Brandy","What About Us",2002,5795,1672,1.500
"Poison","Every Rose Has It's Thorn",1989,5792,4786,1.111
"Counting Crows","Accidentally in Love",2004,579,4272,0.513
"Larry Clinton","Deep Purple",1939,579,3725,0.540
"Destiny's Child & T.I. & Lil' Wayne","Soldier",2005,5788,3332,0.523
"Todd Rundgren","Hello It's Me",1973,5788,5804,0.521
"Kanye West","Heartless",2009,5788,437,0.514
"Ray Noble","The Very Thought of You",1934,5785,4712,0.527
"Heart","These Dreams",1986,5777,3924,0.516
"Bing Crosby","Love in Bloom",1934,5774,3706,0.522
"Guns n' Roses","Live & Let Die",1991,5774,1248,1.092
"Madonna","Give It 2 Me",2008,577,518,0.553
"Peabo Bryson & Roberta Flack","Tonight I Celebrate My Love",1983,5764,2632,0.517
"Genesis","I Can't Dance",1992,5763,2411,0.625
"Monica","Don't Take It Personal (Just One Of Dem Days)",1995,576,3631,1.062
"Hurricane Smith","Oh Babe What Would You Say?",1973,5759,3776,0.518
"Brenda Lee","All Alone am I",1962,5756,369,0.514
"Phil Collins","Do You Remember?",1990,5756,2318,1.163
"Jamiroquai","Deeper Underground",1998,5754,763,2.167
"Jewel","Intuition",2003,5753,2647,0.524
"Billy Jones","Yes! We Have No Bananas",1923,5749,4651,0.556
"Patrick Swayze","She's Like the Wind",1988,5747,1884,0.643
"Louis Jordan","GI Jive",1944,5742,5459,0.514
"Gazebo","I Like Chopin",1983,574,2,0.519
"Toni Braxton","Another Sad Love Song",1993,574,3512,1.143
"Nino Tempo & April Stevens","Deep Purple",1963,5739,4437,0.516
"Glass Tiger","Don't Forget Me (When I'm Gone)",1986,5737,3099,0.520
"Hootie & The Blowfish","Only Wanna Be With You",1995,5736,298,1.544
"The Turtles","Elenore",1968,5732,5319,0.514
"Georgia Gibbs","Kiss Of Fire",1952,573,5916,0.517
"The Jackson 5","Never Can Say Goodbye",1971,5728,7355,0.591
"Ja Rule & Ashanti","Always On Time",2002,572,261,0.518
"En Vogue","Free Your Mind",1992,5718,4338,0.559
"Daddy Yankee","Gasolina",2005,5716,1084,1.042
"Mariah Carey","Can't Let Go",1992,5715,3731,1.533
"Les Baxter & his Orchestra","Poor People of Paris",1956,5711,445,0.538
"The Stylistics","Betcha By Golly Wow",1972,5704,764,0.571
"Janet Jackson","Come Back to Me",1990,5703,2606,2.530
"Big Bopper","Chantilly Lace",1958,5699,459,0.512
"Ferrante & Teicher","Theme From 'Exodus'",1961,5698,3763,0.553
"Chris Rea","Fool (If You Think It's Over)",1978,5692,3922,0.518
"The Pretenders","I'll Stand By You",1994,5691,2835,1.075
"Shocking Blue","Never Marry a Railroad Man",1970,5691,2,0.553
"Chic","I Want Your Love",1979,5689,4349,0.517
"Enrique Iglesias","Rhythm Divine",1999,5685,2086,0.643
"Arrested Development","Mr Wendal",1993,5685,4257,1.063
"Jack Smith","Me & My Shadow",1927,5685,4607,0.542
"Sade","The Sweetest Taboo",1985,5682,358,0.523
"Offspring","Why Don't You Get a Job?",1999,5682,1059,0.525
"Ja Rule","Wonderful",2004,5677,1961,0.514
"Belinda Carlisle","I Get Weak",1988,5671,3287,0.538
"Gloria Estefan","Turn The Beat Around",1994,5666,3711,1.085
"Dan Hartman","I Can Dream About You",1984,5666,2754,0.519
"Coldplay","Talk",2005,5663,1225,0.530
"Nick Lachey","What's Left Of Me",2006,5662,3552,0.514
"Erasure","A Little Respect",1988,566,2835,1.068
"Elvis Presley","Rubberneckin'",2003,5656,1411,0.548
"Roger Whittaker","The Last Farewell",1975,5648,1622,0.010
"Aerosmith","Falling in Love (Is Hard on the Knees)",1997,5646,1479,2.333
"Marion Harris","I Ain't Got Nobody",1921,5645,4557,0.556
"The Fugees","Fu-Gee-La",1996,5642,2517,0.527
"Nelson Riddle","Lisbon Antigua (In Old Lisbon)",1956,5642,5319,0.591
"The Heights","How Do You Talk To An Angel",1992,5634,494,0.516
"Naughty By Nature","OPP",1991,5633,5247,0.611
"Duke Ellington","Sophisticated Lady",1933,5631,4587,0.513
"Climax","Precious & Few",1972,5629,7054,0.526
"Usher","Nice & Slow",1998,5625,4125,0.512
"Dru Hill","How Deep is Your Love?",1998,5622,2097,0.518
"Association","Never My Love",1967,562,7055,0.522
"Paula Abdul","The Promise Of A New Day",1991,5615,367,1.158
"Harry James","I'm Beginning to See The Light",1945,5614,4975,0.515
"Savage Garden","The Animal Song",1999,5607,1584,1.270
"The Cranberries","Linger",1994,5607,3653,1.260
"Offspring","Original Prankster",2000,5605,1231,1.545
"INXS","Disappear",1991,5602,2361,0.643
"The Chi-Lites","Oh Girl",1972,5598,6957,0.530
"Miami Sound Machine","Bad Boy",1986,5598,2915,0.553
"Soul For Real","Candy Rain",1995,5594,3415,1.044
"REM","Bang & Blame",1994,559,1272,0.534
"Dido","Here With Me",2001,559,74,0.511
"NAS","If I Ruled the World",1996,5581,122,0.534
"Marion Harris","After You've Gone",1919,5576,45,0.550
"Nora Bayes","Over There",1917,5571,45,0.545
"Black Box","Everybody Everybody",1990,5565,2236,1.669
"Dr Hook","Sharing The Night Together",1978,5562,424,0.543
"Herman's Hermits","There's a Kind of Hush",1967,556,5375,0.559
"Mariah Carey","Loverboy",2001,5556,2263,2.014
"Coldplay","In My Place",2002,5551,1219,1.274
"Brook Benton","Rainy Night in Georgia",1970,5551,7824,0.520
"The Foo Fighters","Best of You",2005,5548,3805,0.700
"Ted Lewis & his Orchestra","Just a Gigolo",1931,5548,45,0.524
"Monica","For You I Will",1997,5546,4374,1.056
"Brian Hyland","Gypsy Woman",1970,5546,4163,0.517
"Coolio","1,2,3,4 (Sumpin' New)",1996,5544,2492,1.086
"Julie Rogers","The Wedding",1964,5543,2751,0.010
"Smash Mouth","Walkin' On the Sun",1998,5543,2893,1.238
"Prince","Letitgo",1994,5539,1045,2.015
"Shakira","Don't Bother",2005,5538,1787,0.517
"Fergie","Clumsy",2008,5537,3883,0.643
"20 Fingers","Short Dick Man",1995,5536,1085,0.517
"Jamiroquai","Cosmic Girl",1996,5535,1,2.053
"Orchestral Manoeuvres In The Dark","If You Leave",1986,5531,3595,0.514
"Aaliyah","Are You That Somebody?",1998,553,2838,0.512
"Madonna","The Power of Good-Bye",1998,553,1307,0.518
"Taylor Dayne","Can't Get Enough of Your Love",1993,5529,2299,1.105
"Tommy Dorsey","Marie",1937,5525,3528,0.514
"Paul Whiteman","Body & Soul",1930,5524,4487,0.517
"Fifth Dimension","One Less Bell To Answer",1970,5522,7188,0.513
"Ace of Base","Lucky Love",1995,5521,1048,0.700
"Michael Buble","Everything",2007,5519,2172,0.571
"Tone Loc","Funky Cold Medina",1989,5518,4799,0.577
"Wilson Phillips","Impulsive",1990,5518,2349,0.667
"Jody Watley","Real Love",1989,5518,3378,1.500
"Will Glahe & his Orchestra","Beer Barrel Polka (Roll out the Barrel)",1939,5517,3458,0.550
"Youngbloods","Get Together",1969,5517,6844,0.525
"Neil Sedaka","Happy Birthday Sweet Sixteen",1962,5516,298,0.512
"Destiny's Child","No No No",1998,5514,2872,0.611
"Gin Blossoms","Follow You Down",1996,5509,2454,1.618
"Whitney Houston","Where Do Broken Hearts Go",1988,5507,369,0.583
"Ella Fitzgerald","Goodnight, My Love",1937,5505,3511,0.515
"Black","Wonderful Life",1987,5504,2,0.550
"Inner Circle","Bad Boys",1993,5503,2941,0.545
"Ray Parker Jr & Raydio","A Woman Needs Love (Just Like You Do)",1981,5501,4182,0.514
"KT Tunstall","Suddenly I See",2006,5499,126,1.548
"Toni Braxton","I Don't Want To",1997,5498,2343,1.178
"Michael Jackson","In the Closet",1992,5489,2453,0.528
"Sean Paul","(When You Gonna) give It Up To Me",2006,5481,42,0.511
"Ne-Yo","Miss Independent",2008,5481,3625,0.519
"Frank Sinatra","Oh! What it Seemed to Be",1946,5474,5332,0.513
"Janet Jackson","Let's Wait Awhile",1987,5473,31,0.519
"Jimmy Dorsey","Blue Champagne",1941,5468,5014,0.533
"Candi Staton","Young Hearts Run Free",1976,5468,4445,0.512
"Ella Fitzgerald","My Happiness",1948,5465,2054,0.511
"R Kelly","Bump N' Grind",1994,5463,5111,0.559
"En Vogue","Hold On",1990,5462,419,1.100
"Mocedades","Eres Tu (Touch The Wind)",1974,5461,3478,0.543
"The Cars","You Might Think",1984,5459,389,0.510
"New Kids On The Block","Tonight",1990,5459,1155,1.286
"Seether & Amy Lee","Broken",2004,5454,2557,0.511
"Paul Anka","My Home Town",1960,5454,2366,0.542
"Five","When the Lights Go Out",1998,5452,2921,0.520
"Johnny Rivers","Poor Side Of Town",1966,5446,7414,0.542
"Henry Mancini","Theme from 'Romeo & Juliet'",1969,5445,8327,0.522
"Gloria Estefan & Miami Sound Machine","1/2/2003",1988,5445,2931,1.041
"Bobby Darin","Multiplication",1962,5443,734,0.625
"Alicia Keys","A Woman's Worth",2002,5443,2712,0.548
"Soul II Soul & Caron Wheeler","Keep On Moving",1989,5442,3755,1.192
"Lisa Stansfield","Change",1991,544,1045,2.523
"Stevie Wonder","Boogie On Reggae Woman",1975,5439,6667,0.517
"Pink & William Orbit","Feel Good Time",2003,5437,1759,0.667
"Usher","Caught Up",2005,5437,3325,0.540
"All-4-One","I Can Love You Like That",1995,5436,3759,0.667
"Elton John","You Gotta Love Someone",1990,5433,523,1.046
"Chicago","You're the Inspiration",1985,5429,3486,0.512
"All-4-One","So Much in Love",1994,5425,3591,1.189
"Christina Aguilera","Car Wash",2004,5424,516,1.084
"Bobby Brown","Good Enough",1992,5423,4049,0.833
"Gladys Knight & The Pips","Neither One of Us (Wants to be The First to Say Goodbye)",1973,5422,5696,0.556
"The Foo Fighters","Pretender",2007,5419,2909,0.571
"1910 Fruitgum Co","1, 2, 3, Red Light",1968,5418,6593,0.512
"Love & Rockets","So Alive",1989,541,4276,0.559
"Double","The Captain of Her Heart",1986,5409,1271,0.667
"Bon Jovi","Born to Be My Baby",1989,5409,2961,1.500
"MC Hammer","2 Legit 2 Quit",1991,5404,4144,1.128
"The Sugababes","Overload",2001,5402,1212,1.039
"Wilson Phillips","You're in Love",1991,54,3643,1.515
"Pink","There U Go",2000,5399,3077,0.519
"Eydie Gorme","Blame it On the Bossa Nova",1963,5399,2752,0.567
"Wreckx-N-Effect","Rump Shaker",1992,5397,4936,1.142
"Air Supply","The One that You Love",1981,5397,644,0.556
"Jimmy Cliff","I Can See Clearly Now",1994,5392,1584,1.114
"Spice Girls","Stop",1998,5389,1084,1.138
"Bread","Baby I'm a Want You",1971,5389,5238,0.514
"Frankie Valli","Can't Take My Eyes Off You",1967,538,8867,0.528
"Madonna","What it Feels Like For a Girl",2001,5379,1259,1.043
"Tina Turner","Private Dancer",1984,5375,2905,0.525
"Van Halen","Can't Stop Loving You",1995,5371,1773,2.167
"Tommy James & the Shondells","Crystal Blue Persuasion",1969,5369,8227,0.510
"Janet Jackson","Alright",1990,5366,311,2.038
"Duran Duran","Come Undone",1993,5362,2986,0.515
"Europe","Carrie",1987,5361,24,0.556
"Red Hot Chili Peppers","Tell Me Baby",2006,5359,2001,1.030
"American Quartet","Over There",1917,5356,4226,0.625
"Terror Squad","Lean Back",2004,5355,3901,0.517
"Bee Gees","Run to Me",1972,5354,2392,0.531
"The B52s","Roam",1990,5354,4414,1.738
"Level 42","Something About You",1986,5353,292,0.522
"Rick Astley","Cry For Help",1991,5345,1672,2.045
"Paul Whiteman","Parade of the Wooden Soldiers",1923,534,4211,0.625
"50 Cent","Just a Lil Bit",2005,5337,3325,0.512
"Kenny Rogers & Sheena Easton","We've Got Tonight",1983,5335,3321,0.515
"Bjork","Army of Me",1995,5334,1225,1.344
"t.A.T.u.","Not Gonna Get Us",2003,5332,529,1.000
"The Imperials","Tears On My Pillow",1958,5331,4781,0.511
"Aerosmith","Love in an Elevator",1989,5327,374,1.144
"Sugar Ray & Supercat","Fly",1997,5327,2267,1.572
"Sugarloaf","Green-eyed Lady",1970,5327,6254,0.521
"The Jackson 5","Dancing Machine",1974,5323,6246,0.515
"Julian Lennon","Too Late For Goodbyes",1985,5321,2243,0.513
"Dorothy Moore","Misty Blue",1976,5321,4255,0.553
"Evanescence","Going Under",2003,532,721,0.514
"Don Henley","The End Of The Innocence",1989,5316,4674,1.155
"Eddie Cantor","If You Knew Susie (Like I Know Susie)",1925,5314,4229,0.583
"Hanson","Where's the Love",1997,5311,1043,1.182
"Bread","Everything I Own",1972,5311,474,0.520
"Breathe","Hands to Heaven",1988,5306,3258,0.520
"Blur","Tender",1999,5305,1212,1.000
"Prince","7",1992,5303,3706,0.667
"The Killers","When You Were Young",2006,5302,2273,0.542
"Smash Mouth","I'm a Believer",2001,5298,3079,1.073
"Chicago","Saturday in the Park",1972,5292,6272,1.037
"Metallica & Marianne Faithfull","The Memory Remains",1997,5292,1265,0.527
"Eddy Duchin","Lovely to Look At",1935,5286,4267,0.520
"Nora Bayes","Make Believe",1921,528,4139,0.643
"Right Said Fred","Don't Talk Just Kiss",1992,528,513,1.808
"Vikki Carr","It Must Be Him (Seul Sur Son Etoile)",1967,5275,4487,0.511
"Arrested Development","Tennessee",1992,5274,4525,0.511
"Klymaxx","I Miss You",1986,5274,2648,0.529
"Simply Red","Something Got Me Started",1991,5273,543,1.780
"Hootie & The Blowfish","Let Her Cry",1995,5273,3321,0.514
"Vanessa Williams","The Sweetest Days",1995,5273,2107,2.059
"Oasis","Lyla",2005,5273,716,1.591
"Benny Goodman","Goody Goody",1936,5272,4247,0.531
"Jane Child","Don't Wanna Fall in Love",1990,5267,3897,2.077
"MC Lyte","Cold Rock a Party",1997,5262,1857,0.528
"Blur","Beetlebum",1997,5261,1233,1.500
"Frank Sinatra","All or Nothing at All",1943,5258,3648,0.534
"Jesus Jones","Right Here, Right Now",1991,5256,4198,1.103
"Michael McDonald","Sweet Freedom",1986,5255,3597,0.522
"Lesley Gore","You Don't Own Me",1964,5253,7475,0.521
"C&C Music Factory","Things That Make You Go Hmmm...",1991,5253,4123,0.513
"Ken Griffin","You Can't Be True, Dear",1948,5252,4367,0.520
"Debbie Reynolds & Carleton Carpenter","The Aba Daba Honeymoon",1951,5248,2962,0.516
"Boney M","Brown Girl in the Ring",1978,5246,2,0.010
"Matchbox Twenty","Unwell",2003,5243,4566,0.530
"Maroon 5","Sunday Morning",2005,5241,2318,1.554
"Steve Lawrence","Go Away Little Girl",1963,5241,4383,0.528
"Aretha Franklin","Until You Come Back to Me (That's What I'm Gonna Do)",1974,5241,6263,0.524
"Roxette","Sleeping in My Car",1994,5237,52,1.145
"The Chemical Brothers","Hey Boy Hey Girl",1999,5236,1249,1.047
"Johnny Gill","Rub You the Right Way",1990,5235,3767,1.145
"98 Degrees","Give Me Just One Night",2000,5233,3846,0.514
"T-Pain","Mr Bartender",2007,5227,4209,0.518
"2Pac","How Do U Want It",1996,5223,3359,0.514
"Creed","My Sacrifice",2002,5223,2578,1.026
"Donna Summer","This Time I Know It's For Real",1989,522,2615,0.583
"Ray Parker Jr","The Other Woman",1982,5215,2893,0.515
"RB Greaves","Take a Letter Maria",1969,5214,4967,0.512
"Debelah Morgan","Dance With Me",2000,5213,2942,0.526
"The Rolling Stones","As Tears Go By",1966,5212,3073,0.519
"Junior Senior","Move Your Feet",2003,5212,1833,1.132
"Bobby Brown","Every Little Step",1989,5207,3721,1.700
"Sean Paul","Like Glue",2003,5207,1629,0.518
"Prince","Get Off",1991,5204,2523,0.625
"Fatboy Slim","Praise You",1999,5203,1807,0.700
"Shep Fields & his Rippling Rhythm Orchestra","South of the Border (Down Mexico Way)",1939,5199,3263,0.512
"Surface","The First Time",1991,5197,4579,1.736
"Shep Fields & his Rippling Rhythm Orchestra","That Old Feeling",1937,5193,4197,0.515
"Dire Straits","So Far Away",1985,5193,178,0.516
"Sue Thompson","Norman",1962,5188,2933,0.513
"4pm","Sukiyaki",1995,5181,349,1.353
"Queen","Innuendo",1991,5179,715,0.563
"Roger Williams","Autumn Leaves (Les Feuilles Mortes)",1955,5177,5593,0.550
"The B52s","(Meet) the Flintstones",1994,5176,53,1.102
"Bob Azzam","Mustapha",1960,5172,2,0.510
"Taylor Swift","Teardrops On My Guitar",2008,5169,5192,0.512
"Tony! Toni! Tone!","If I Had No Loot",1993,5167,3559,1.056
"Peaches & Herb","Shake Your Groove Thing",1979,5165,4728,0.516
"Los Lonely Boys","Heaven",2004,5163,5328,1.037
"Stevie Wonder","That Girl",1982,5155,4284,0.512
"Rickie Lee Jones","Chuck E's in Love",1979,5154,3494,0.530
"Elton John","I Guess That's Why They Call it the Blues",1983,5151,3057,0.528
"Jamiroquai","Little L",2001,5147,513,1.667
"Karyn White","Romantic",1991,5145,406,2.091
"Queen","Bohemian Rhapsody (1991)",1992,5144,2761,1.045
"Jennifer Lopez","Do It Well",2007,5143,1056,2.014
"Pink","TROUBLE",2003,5137,1569,0.532
"The Prodigy","Smack My Bitch Up",1997,5134,2213,0.553
"Miriam Makeba","Pata Pata",1967,5132,3506,1.124
"Dionne Warwick","I'll Never Love This Way Again",1979,5128,4319,0.513
"Stevie Wonder","For Once in My Life",1968,5126,741,0.523
"Belinda Carlisle","Leave a Light On",1989,5125,13,1.124
"Beyonce","Me, Myself & I",2004,5122,3074,0.530
"Mariah Carey","Through the Rain",2002,5117,1026,1.000
"Al Jolson","Rock-A-Bye Your Baby (With a Dixie Melody)",1918,511,3,0.625
"Moby","Lift Me Up",2005,5104,54,1.069
"Al Green","I'm Still in Love With You",1972,5103,6956,0.516
"Francis Lai","Theme From 'Love Story'",1971,5102,1271,0.526
"Adina Howard","Freak Like Me",1995,5095,3572,0.534
"Atlantic Starr","Secret Lovers",1986,5093,3022,0.518
"Twista","Slow Jamz",2004,5087,3619,0.543
"Joe Thomas","I Wanna Know",2000,5082,365,0.550
"Ted Lewis & his Orchestra","When My Baby Smiles At Me",1920,5082,4026,0.577
"Jessica Simpson","Irresistible",2001,5078,235,0.538
"Jonas Brothers","Burning Up",2008,5078,3728,0.511
"Radiohead","There There",2003,5077,751,1.349
"Oasis","Stand By Me",1997,5072,201,1.534
"Ohio Express","Chewy Chewy",1968,5066,3777,0.510
"Michael Jackson","Got to Be There",1971,5063,512,0.529
"Jade","Don't Walk Away",1993,5063,394,0.553
"Alicia Keys","Karma",2005,5062,4209,0.513
"Phil Collins","Can't Stop Loving You",2002,5061,1027,0.571
"Brothers Johnson","I'll Be Good to You",1976,5058,4804,0.512
"Ray Conniff","Somewhere My Love",1966,5058,3433,0.516
"Lionel Richie","Stuck On You",1984,5055,2963,0.514
"Norah Jones","Sunrise",2004,5045,17,2.018
"P Diddy","Been Around the World",1997,5041,2736,0.534
"Richard Marx","Satisfied",1989,5041,3143,2.023
"Christina Aguilera","I Turn to You",2000,5041,3186,0.542
"George Olsen","Always",1926,504,4019,0.545
"Anita Baker","Giving You The Best That I Got",1988,5036,3508,1.377
"Kylie Minogue","I Believe in You",2004,5035,2,0.625
"Todd Rundgren","I Saw the Light",1972,5032,4438,0.511
"Van & Schenck","Ain't We Got Fun?",1921,5031,4013,0.543
"Duke Ellington","Three Little Words",1930,503,3035,0.591
"Benny Goodman","Glory of Love",1936,5029,4044,0.515
"Eumir Deodato","Also Sprach Zarathustra (2001)",1973,5028,3871,0.529
"Hilary Duff","Wake Up",2005,5007,1796,1.082
"Al Jolson","My Mammy",1928,5007,4006,0.529
"The Smashing Pumpkins","Tonight, Tonight",1996,4995,3262,0.510
"Mariah Carey","Thank God I Found You",2000,4992,3293,0.553
"Prince","Sexy MF",1992,4991,249,0.511
"Truth Hurts","Addictive",2002,499,1136,0.523
"Sheena Easton","The Lover in Me",1989,4978,3124,1.500
"Vanilla Ice","Play That Funky Music",1991,4975,2727,1.111
"Whitesnake","Is This Love?",1987,497,2859,0.517
"Marilyn Manson","Tainted Love",2002,4968,811,0.518
"Tom Petty & The Heartbreakers","Free Fallin'",1989,4966,5427,0.531
"Mark Ronson & Amy Winehouse","Valerie",2007,4963,2,0.512
"Elvis Presley","King Creole",1958,4963,713,0.529
"Bread","Lost Without Your Love",1977,4961,3275,0.519
"Alanis Morissette","Hand in My Pocket",1995,4959,2298,0.533
"Britney Spears","Overprotected",2002,4955,1022,0.517
"Boy Meets Girl","Waiting For a Star to Fall",1988,4953,2429,1.500
"Fatboy Slim","The Rockafeller Skank",1998,4952,2258,1.114
"The Fugees","No Woman, No Cry",1996,4947,1026,0.559
"Seal","Fly Like an Eagle",1997,4946,271,1.074
"INXS","Never Tear Us Apart",1988,4944,2391,1.026
"SWV","Right Here (Human Nature)",1993,4942,3376,0.511
"Alanis Morissette","Everything",2004,4941,213,0.559
"Bryan Adams","Let's Make a Night to Remember",1996,4934,1055,0.513
"Bobby Bloom","Montego Bay",1970,4932,3648,0.513
"The Everly Brothers","Crying in the Rain",1962,4926,2935,0.514
"George Michael","Amazing",2004,4923,52,0.571
"Rozalla","Everybody's Free (To Feel Good)",1991,4922,1055,0.515
"Tommy Page","I'll Be Your Everything",1990,4921,3822,1.784
"Ultra Nate","Free",1997,4921,513,0.700
"Brandy","Sittin' Up In My Room",1996,4917,3551,1.109
"Culture Club","Miss Me Blind",1984,4916,3532,0.511
"Rod Stewart","The Motown Song",1991,4916,2142,0.556
"Vaughn Monroe","My Devotion",1942,4915,4392,0.514
"Air Supply","Making Love (Out of Nothing At All)",1983,4912,442,0.510
"PM Dawn","I'd Die Without You",1992,491,4062,0.556
"Gavin Degraw","I Don't Want to Be",2005,4907,3184,0.512
"Texas","Say What You Want",1997,4905,705,0.522
"The Beatles","Real Love",1996,4898,1542,1.000
"Glenn Miller","Tuxedo Junction",1940,4895,4237,0.516
"Tina Turner","Goldeneye",1995,4893,2,0.533
"Elton John","Blue Eyes",1982,4891,2129,0.556
"Eric Clapton","My Father's Eyes",1998,4889,517,2.067
"Red Hot Chili Peppers","Otherside",2000,4888,2366,0.534
"Billie Myers","Kiss the Rain",1998,4888,2693,0.548
"Counting Crows","Big Yellow Taxi",2003,4887,1833,0.542
"Bread","If",1971,4884,5281,1.065
"Joni Mitchell","Big Yellow Taxi",1970,4877,3853,0.511
"Shawn Mullins","Lullaby",1999,4876,2348,0.516
"Eros Ramazzotti","Piu Bella Cosa",1996,4875,15,0.536
"Daft Punk","Around the World",1997,4872,1218,0.510
"Aaliyah","Miss You",2003,4867,3216,0.529
"Sophie B Hawkins","As I Lay Me Down",1995,4866,3359,0.512
"Corinne Bailey Rae","Put Your Records On",2006,486,2132,0.750
"Coldplay","Violet Hill",2008,4859,725,0.514
"The Ames Brothers","Sentimental Me",1950,4853,48,0.514
"Information Society","What's On Your Mind (Pure Energy)",1988,4852,4185,0.700
"Quad City DJs","C'Mon Ride the Train",1996,4848,4453,1.064
"Soulja Boy","Kiss Me Thru The Phone",2009,4844,2973,0.515
"Amy Grant","Every Heartbeat",1991,4843,3748,0.577
"The Sandpipers","Guantanamera",1966,484,3435,0.520
"Bing Crosby","June in January",1934,4835,2834,0.523
"Air Supply","Lost in Love",1980,4834,4606,0.625
"LL Cool J","Hey Lover",1996,4833,3356,0.545
"Johnny Mathis","A Certain Smile",1958,4832,1453,0.534
"Don Costa","Never On Sunday",1960,483,3081,0.518
"Marion Harris","Tea For Two",1925,4822,3701,0.667
"Leila K & Rob 'n' Raz","Got to Get",1990,4821,1038,0.518
"Babyface","Everytime I Close My Eyes",1997,4821,3002,1.536
"Bobby Sherman","Little Woman",1969,4818,6049,0.510
"Mary J Blige","Real Love",1992,4818,4216,1.050
"Mariah Carey","Shake it Off",2005,4816,3964,0.520
"The Backstreet Boys","The Call",2001,4814,1567,0.571
"Arctic Monkeys","Brianstorm",2007,481,75,1.101
"Groove Theory","Tell Me",1995,4809,3006,0.571
"P Diddy & Nicole Scherzinger","Come to Me",2006,4808,1644,0.567
"Bing Crosby & The Mills Brothers","Dinah",1932,4807,29,0.537
"702","Where My Girls At?",1999,4806,3133,0.515
"Les Brown","I've Got My Love to Keep Me Warm",1949,4806,417,0.536
"The Chemical Brothers","Block Rockin' Beats",1997,4801,1224,1.520
"Richard Marx","Endless Summer Nights",1988,48,3123,0.512
"The Smashing Pumpkins","Bullet With Butterfly Wings",1995,4793,3033,0.526
"Smokey Robinson","Cruisin'",1980,4792,5279,0.542
"Peter Gabriel","Steam",1993,4792,1244,0.611
"4 The Cause","Stand By Me",1998,4788,512,0.516
"Prince","Diamonds & Pearls",1992,4786,2985,0.522
"Madonna","Jump",2006,4776,722,0.583
"Dion & The Belmonts","Where Or When",1960,4771,4775,0.529
"Xscape","Just Kickin' It",1993,4768,4525,0.545
"Ralph Tresvant","Sensitivity",1991,4765,362,2.012
"Grass Roots","Midnight Confessions",1968,4764,7445,0.511
"Shania Twain","From This Moment On",1998,4763,3192,0.525
"Climie Fisher","Love Changes Everything",1988,4761,744,0.515
"Jan Garber","Baby Face",1926,476,3561,0.750
"Cliff Edwards (Ukelele Ike)","Singin' in the Rain",1929,4759,3685,0.625
"The Commodores","Easy",1977,4759,4278,0.534
"Keith Sweat & Athena Cage","Nobody",1997,4757,3409,0.511
"The White Stripes","Blue Orchid",2005,4754,1236,0.700
"Stacie Orrico","There's Gotta Be More to Life",2003,4753,1598,0.526
"Blessid Union of Souls","I Believe",1995,4753,3374,1.045
"Joe Public","Live & Learn",1992,475,2866,1.073
"Europe","Superstitious",1988,4749,532,0.556
"Mariah Carey","I Still Believe",1999,4749,2691,1.082
"Madonna","Celebration",2009,4747,514,0.533
"Ben Selvin","Dardanella",1920,4746,3599,0.700
"Bing Crosby","Silent Night, Holy Night",1935,474,1914,0.010
"Oasis","All Around the World",1998,4738,2,0.750
"Counting Crows","A Long December",1996,4734,2306,1.029
"Benny Mardones","Into the Night",1980,4732,3252,1.047
"Wayne Wonder","No Letting Go",2003,4723,2163,0.611
"Kelly Clarkson","Never Again",2007,4722,2401,0.513
"Bee Gees","Tomorrow Tomorrow",1969,4715,1588,0.526
"Michelle Branch","Are You Happy Now",2003,4706,2881,0.833
"Will Smith","Just the Two of Us",1998,4706,2711,0.513
"Ginuwine","Pony",1997,4703,2594,0.510
"Duran Duran","Save a Prayer",1983,4703,1784,0.520
"Seals & Crofts","Summer Breeze",1972,4702,3607,0.513
"Bonnie Raitt","Love Sneakin' Up On You",1994,4696,2988,0.563
"Good Charlotte","Lifestyles of the Rich & Famous",2003,4696,1599,1.106
"Sean Paul","Gimme the Light",2002,4692,1823,0.516
"Barbara George","I Know (You Don't Love Me No More)",1962,4687,4544,0.511
"Lenny Kravitz","Again",2000,4686,2596,0.611
"Shalamar","The Second Time Around",1980,4682,4023,0.510
"Ruth Etting","Love Me Or Leave Me",1928,468,3725,0.514
"Oasis","Roll With It",1995,4679,1247,0.833
"Crowded House","Weather With You",1992,4679,1208,0.511
"Arrested Development","People Everyday",1992,4678,3111,0.522
"Britney Spears","If U Seek Amy",2009,4676,2633,0.545
"Celine Dion","I Drove All Night",2003,4676,522,0.667
"The Pet Shop Boys","Being Boring",1990,4674,702,1.268
"New Order","Regret",1993,4673,1759,1.866
"Bread","Guitar Man",1972,4669,2942,0.526
"Skid Row","18 & Life",1989,4669,3769,1.036
"Houston","I Like That",2004,4668,2379,0.563
"Dramatics","In The Rain",1972,4667,482,0.511
"Aerosmith","Angel",1988,4666,3507,0.510
"Mick Jagger","Sweet Thing",1993,4666,512,2.029
"Al Jolson","I'm Sitting On Top of the World",1926,4663,275,0.540
